tweet_id,kurdish_tweets,sentiment,author,content,tweets,kurdish_sentiments
1957638643,دەبێ بترسیت کە لێرە ترۆل بکەیت. ئێوە زۆر دڵتەنگن. #tcot #ڕاستە,neutral,KBMonster,@assrocket You must be scared to be trolling here. You guys are so sad.   #tcot #right,You must be scared to be trolling here. You guys are so sad. #tcot #right,ئاسایی
1957638753,سبەی نامەوێت دەوام بکەم. هەست بە باشیی ناکەم. ٤ ڕۆژە هەستم بە باشی نەکردووە =/ جەستەم پێویستی بە پشوو هەیە بەڵام مێشکم خاو نابێتەوە!,worry,marcogennuso,I don't want to work tomorrow. I don't feel good. Haven't felt good in 4 days =/ My body needs rest but my mind won't slow down!,I don't want to work tomorrow. I don't feel good. Haven't felt good in 4 days =/ My body needs rest but my mind won't slow down!,نیگەران
1957638771,ئاه ffs :@ a تا دووشەممە مووچە وەرناگیرێت :@:@:@ :$. ببورە ویلیام، دەبێت چاوەڕێ بکەم تا کۆتایی هەفتەی داهاتوو تا ï¿1⁄2 :@,love,QueenBxoxo,"Oh ffs :@ a don't get paid till monday :@:@:@ :$. Sorry william, gonna have to wait till next weekend till I give you ï¿½  :@","Oh ffs :@ a don't get paid till monday :@:@:@ :$. Sorry william, gonna have to wait till next weekend till I give you ï¿½ :@",خۆشەویستی
1957638860,idkk ئەگەر بتوانم جارێکی تر بیبینمەوە,sadness,jesssicababesss,@Beckinelson idkk if il get to see it again,idkk if il get to see it again,دڵتەنگ
1957639255,ڕۆژی بەها بەو جوانییە کۆتایی نایەت کە دەستی پێکرد,sadness,byatrobe,Bah day is not ending as nicely as it began,Bah day is not ending as nicely as it began,دڵتەنگ
1957639281,لە ئێستاوە 26.1c لە ئۆفیسەکەمان. ئایا مرۆڤ دەتوانێت بتوێتەوە؟ ئێمە شەڕ دەکەین بۆ ئایرکۆن چونکە هەواداران تەنها یارمەتیدەر نین، بەڵام بودجە نادۆزنەوە,sadness,ChimeraX,"Already 26.1c in our office. Can people melt? We're fighting for air con because fans just don't help, but can't find the budget","Already 26.1c in our office. Can people melt? We're fighting for air con because fans just don't help, but can't find the budget",دڵتەنگ
1957639561,هەموومان ئامادە بووین شەممەی ڕابردوو ژوورێکمان دەست بکەوێت! ناتوانم ئەوەندە داوای لێبوردن بکەم کە لە دیسی بێبەش بووم,fun,sentricmusic,@theJBs @wearecutaways  We were all set to get a room last Saturday! I can't apologise enough for missing out Deccy,We were all set to get a room last Saturday! I can't apologise enough for missing out Deccy,خۆشی
1957639612,ئەمڕۆ چیە..؟ ئەو ڕۆژە بیری #یانەى قاوەى کرد,fun,ArunBasilLal,@aravindkumar Whats up today..? missed the #coffeeclub that day,Whats up today..? missed the #coffeeclub that day,خۆشی
1957639804,ئەوە ڕۆژێکی ترسناک بوو.,worry,Overcast,@ApDiggles That was a horrible day.,That was a horrible day.,نیگەران
1957639945,من دەمەوێت برایانی جۆناس لە کۆنسێرتدا ببینم..,fun,_ilovefashion,I wanna see the Jonas Brothers in concert..,I wanna see the Jonas Brothers in concert..,خۆشی
1957640118,زۆر سەرئێشەت هەیە؟ چ ئازارشکێنێک دەخۆیت؟ هیچ شتێک بۆ من کارناکات,worry,serenium,@zoecorkhill do you get headaches a lot? What painkillers do you take? Nothing works for mine,do you get headaches a lot? What painkillers do you take? Nothing works for mine,نیگەران
1957640151,پێموانییە سیرۆک بفرۆشن لەو شوێنەی کە من دەمێنمەوە..نەفرەت..thats تەنها بەختی من,sadness,Beautiful_Leena,@iamdiddy I don't think they sale Ciroc where I stay..Damn..thats just my luck,I don't think they sale Ciroc where I stay..Damn..thats just my luck,دڵتەنگ
1957640696,ڕۆژی ڕابردوو لە دیجۆن,neutral,kelbdubs,Last day in Dijon,Last day in Dijon,ئاسایی
1957640700,گەڕانەوە بۆ سەر ڕێڕەوی خۆی لەگەڵ پرۆسەی نووسینەوە. هێشتا ناتوانم گەرمبوونی زۆری لاپیەکەم بوەستێنێت، هەرچەندە,neutral,Boomtownrat_,"Back on track with the transcription process. Still can't stop my lappy overheating, though","Back on track with the transcription process. Still can't stop my lappy overheating, though",ئاسایی
1957640730,هەست بە زۆر زۆر زبر دەکات!,worry,polyboyjt,"feels very, very rough!","feels very, very rough!",نیگەران
1957640805,خۆم لەمشەودا کۆکردنەوە مۆگوای لەسەر دووبارەکردنەوە,relief,ohhcarissa,Tucking myself in tonight  Mogwai on repeat,Tucking myself in tonight Mogwai on repeat,ئارام
1957640813,نا من pooped لە جوڵە 2day من تەنها پاڵکەوتن ئارامکەرەوە خخخخ,enthusiasm,charlieboy808,@Melissa808 nah im pooped from moving 2day im just laying down relaxing  lol,nah im pooped from moving 2day im just laying down relaxing lol,پەرۆش
1957640886,بە پۆلۆیەک شکستی هێنا,sadness,sovietkiki,@ferretwho Defeated by a Polo,Defeated by a Polo,دڵتەنگ
1957640928,باشە، من خۆم دەدەم، دۆکەکان ئەمڕۆ دووبارە. نەتوانینی هەناسەدان ئەم بەیانییە وای لێکردم بیر لەوە بکەمەوە کە پێویستە. ڕق لە دۆکیومێنتەکان,neutral,tinyminds,"fine, i give in, docs again today. not being able to breath this morning made me think i should. hate docs","fine, i give in, docs again today. not being able to breath this morning made me think i should. hate docs",ئاسایی
1957640993,سێشەممە و چوارشەممە و پێنجشەممە و هەینی = EXAM !! واو گەواد,worry,Mariine90,"Tuesday, Wednesday, Thursday and Friday = EXAM !!  wow shit","Tuesday, Wednesday, Thursday and Friday = EXAM !! wow shit",نیگەران
1957641284,ئەمڕۆ دوا ڕۆژی فەرمی منە لە یونی! چیتر هاوسەنگی کاری یونی لەگەڵ مۆسیقادا نەماوە!!!! تا مانگی تشرینی یەکەم لانیکەم,relief,GuvnaB,Today is my last official day of Uni! No more balancing uni work with music!!!! Til october atleast,Today is my last official day of Uni! No more balancing uni work with music!!!! Til october atleast,ئارام
1957641302,omg بۆچی ئێستا مارشمێلۆکان لە چەرمەسەری بەختەوەردا ئەوەندە نەفرەتی بچووکن؟ هەست دەکەم فێڵم لێ کراوە.,neutral,heyitsmisti,omg why are the marshmellows in lucky charms so damn tiny now? i feel cheated.,omg why are the marshmellows in lucky charms so damn tiny now? i feel cheated.,ئاسایی
1957641364,هاوڕێکەم هاندەری گەورەی بیتڵزە، و سەرسام نەبوو,sadness,violetbakes,"@violetbakes My friend is a massive Beatles fan, and she wasn't impressed","My friend is a massive Beatles fan, and she wasn't impressed",دڵتەنگ
1957641646,گوێ مەدێ! بیۆنسێ تویتەرێکی نییە هاها,happiness,HannahLGrace,Nevermind! Beyonce doesn't have a Twitter  Haha,Nevermind! Beyonce doesn't have a Twitter Haha,بەختەوەر
1957642332,بەڕاستی? cuz KC.com وتی کە releasd 24/4 لێرە n وێستگەی سەرەکی تەنانەت hav نییە,surprise,elainesnowden,@jesssicababesss really? cuz KC.com said it was releasd 24/4 here n the main station doesn't even hav it,really? cuz KC.com said it was releasd 24/4 here n the main station doesn't even hav it,سوپرایز
1957642933,ئەوە چیە? ڕۆژ? لێرەدا هیچ نیشانەیەک نییە,sadness,MarkPower,@kathtrinder @samscam what's that? The sun? No sign here,what's that? The sun? No sign here,دڵتەنگ
1957643351,من دەزانم کەڵەکەکانی سەرسوڕهێنەرن. ئەگەر بە درێژایی کۆتایی هەفتە کار نەکەیت,sadness,viintagedresses,@Emiily_Kate i know its heaps awesome. if your not working all weekend,i know its heaps awesome. if your not working all weekend,دڵتەنگ
1957643801,وەک پێشبینی کراوە هەست دەکەم lyk shit gahh ڕقم لە بەین نەخۆشە!! لە wrk تویت lata xx,hate,JellyBeans1991,As predicted i feel lyk shit  gahh i hate bein ill!! At wrk tweet lata xx,As predicted i feel lyk shit gahh i hate bein ill!! At wrk tweet lata xx,ڕق
1957644306,waaaaay لەسەر هەموو tht bitchy پۆلی نۆیەم bullshit (: تاقیکردنەوە نیو ساڵانە لەسەر &amp; im sickkk,neutral,aShtRayy,waaaaay over all tht bitchy ninth grade bullshit (: half yearly exams over &amp; im sickkk,waaaaay over all tht bitchy ninth grade bullshit (: half yearly exams over &amp; im sickkk,ئاسایی
1957645080,ڕەنگە پلانەکانم تەنها لە پەنجەرەکەوە زۆر کەم ڕیخۆڵ بوون.,worry,_Toki_,@shinyflash my plans might have just gone out the window too  bit gutted.,my plans might have just gone out the window too bit gutted.,نیگەران
1957645545,هاوڕێیەکم لۆجیک بەکاردەهێنێت و دەبێت دان بەوەدا بنێم کە حەزم لێی بووە...بەڵام ماکم نییە,sadness,iandvedwards,@mistermagnus A friend uses Logic and I must admit I did like it...but I don't have a Mac,A friend uses Logic and I must admit I did like it...but I don't have a Mac,دڵتەنگ
1957645950,yeh me 2,happiness,libbyoliver,@caldjr yeh me 2,yeh me 2,بەختەوەر
1957646194,ناتوانم بچمە خەوتن whyyyyy,worry,x3_anahdez,can't go to sleeeeeep  whyyyyy,can't go to sleeeeeep whyyyyy,نیگەران
1957646415,فۆڵۆوی هەردووکیان بکەن چونکە نازانم کامیان دەینێرێت. PS هیواکانت بەرز مەکەرەوە چونکە لەوانەیە نەیناردبێت,neutral,ddlovatofans101,@hannahdevonne Follow both because I don't know which one will send it. PS Dont get your hopes up because she may not sen it,Follow both because I don't know which one will send it. PS Dont get your hopes up because she may not sen it,ئاسایی
1957646478,*باوەش* بۆچی؟,love,Ingenue_Em,@mizplunderbunny *hugs* why?,*hugs* why?,خۆشەویستی
1957646585,زۆر گەرمە لە ئۆفیسێکدا دابنیشیت! من دەمەوێت لە دەرەوە بم لەبەر خۆر shineeeee.,sadness,MegsEggs,It's too hot to be sat in an office!  I wanna be out in the sun shineeeee.,It's too hot to be sat in an office! I wanna be out in the sun shineeeee.,دڵتەنگ
1957646633,نرخی ئاڵوگۆڕی ئادسێنس 1 : 47.060 ($ : INR ),neutral,arpitnext,adsense exchange rate 1 : 47.060 ($ : INR ),adsense exchange rate 1 : 47.060 ($ : INR ),ئاسایی
1957646733,من قاچی قەرقەوشم لەدەستداوە و لەبری ئەوە ئامادەی ڕۆشتنم دەبم!,enthusiasm,Sze17,I'm missing crab legs and attending my going away instead!,I'm missing crab legs and attending my going away instead!,پەرۆش
1957647154,ڕەنگە من لە هەینی هەستم کەم بێت cos زیاتر پانتۆڵەکەم ناچێتە سەر ڕانەکانی ڕەشەبا!,worry,becskr,Maybe I'm lacking in Friday feeling cos more of my trousers won't go on  Thunder thighs!,Maybe I'm lacking in Friday feeling cos more of my trousers won't go on Thunder thighs!,نیگەران
1957647362,مەچەکم شکاوە,worry,banksy34,I have a broken wrist,I have a broken wrist,نیگەران
1957647555,ببورە خۆشەویستی هیچ پاشماوەیەکی نەبوو بەڵام وەرە لە ڕێگەی sat mi casa بۆ ڕۆژی لەدایکبوونی تۆن! تەنێک خواردنمان دەبێت,neutral,LaDi_KsTaR,@Ekstatikladii sorry love had no left overs  but come through sat @ mi casa for ton's birthday! we'll have tons of food,sorry love had no left overs but come through sat mi casa for ton's birthday! we'll have tons of food,ئاسایی
1957647569,سبەی دەست پێدەکات و منیش دەست بە خوێندن دەکەمەوە,neutral,Marina8903,starts tomorrow and I start to study again,starts tomorrow and I start to study again,ئاسایی
1957647768,تازە سکایفایر (http://get.skyfire.com/)م دەستکەوتووە. Firts impressions، جوان دەردەکەوێت بەڵام کەمێک زۆر برسی بیرگە بۆ HTC TyTN بەساڵاچووەکەم,happiness,simpsoid,"Just got Skyfire (http://get.skyfire.com/).  Firts impressions, it looks good but it's a little too memory hungry for my ageing HTC TyTN","Just got Skyfire (http://get.skyfire.com/). Firts impressions, it looks good but it's a little too memory hungry for my ageing HTC TyTN",بەختەوەر
1957648204,کۆنفرانسی ٢٠٠٩ ( http://tr.im/mLvw ) ئەمساڵ ئەوەندە نایاب دەرناکەوێت - چوون بۆ ڤێگاس دواتر زۆر خۆشتر دەنگ دەدات,worry,nickcatal,the @collegedems 2009 convention ( http://tr.im/mLvw ) doesn't look that great this year  - going to vegas then sounds much more fun,the 2009 convention ( http://tr.im/mLvw ) doesn't look that great this year - going to vegas then sounds much more fun,نیگەران
1957648354,پاشان لە خەمڵاندنی مندا دابەزیوە,worry,Rosinacarley,@HellenBach then he has gone down in my estimation,then he has gone down in my estimation,نیگەران
1957648426,دەبوو لە ڕێگای کارکردندا هەندێکیان بگرێت,neutral,ArualSnikpoh,@Jewel_Lia Should have grabbed some on the way to work,Should have grabbed some on the way to work,ئاسایی
1957648527,من بەئاگام و ناتوانم بخەوم bc هەست بە نەخۆشی دەکەم yuck!!!,worry,ginny_with_a_g,I'm awake and can't sleep bc I'm feeling sick  yuck!!!,I'm awake and can't sleep bc I'm feeling sick yuck!!!,نیگەران
1957648636,حەساسیەتم بە پشیلە هەیە! لوولەکانم ئاوساوە و ئازاریان هەیە چی بکەم dooo؟!,worry,slinqui,@allergymeds im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,im allergic to cats! my tonsils get swollen and they hurt what do i dooo?!,نیگەران
1957648828,wat u doin my bad im mixin ئەم گۆرانییە,surprise,so_cocky,@oOogabriela wat u doin my bad im mixin this song,wat u doin my bad im mixin this song,سوپرایز
1957649134,phaket. anneliese ویستویەتی چی بکات؟,worry,mayj,@arielleGore phaket.  what did anneliese want to do?,phaket. what did anneliese want to do?,نیگەران
1957649194,من دەخەوم و نەگەیشتم بە بینینی وێب کاستی براکانی جۆناس ... هێشتا tierd,empty,Isabellbear,I fall asleep and didnt get to see the jonas brothers web cast  ... Still tierd,I fall asleep and didnt get to see the jonas brothers web cast ... Still tierd,بەتاڵ
1957649481,sleepover's شتە گەوادەکانە! من ئەو کوڕانەم خۆشدەوێت، بە تەواوی لەبیرم چوو ئەمشەو یارییان کردووە,love,portis_ed,"@sarahkate1 sleepover's the shit! I love those guy, I totally forgot they played tonight","sleepover's the shit! I love those guy, I totally forgot they played tonight",خۆشەویستی
1957649700,ڕاکێتی نوێم کڕی بە ١٤٥ دۆلار... خۆزگە ئەم ڕاکێتە نیوەی و خوایە باقیەکەی بکات .باشە سەرەڕای پاشەکشە شتەکان fkin تێچووی زۆرن,worry,beeedi,Bought new racquet for $145... wish this racquet will do the  half and God the rest .well despite recession things are fkin costly,Bought new racquet for $145... wish this racquet will do the half and God the rest .well despite recession things are fkin costly,نیگەران
1957650050,بۆچی ناتوانم یاریزانانی WHITE SOX ببینم کە هەڕەمەکی بارەکانن کە دەچمە سەریان.. نەک یاریزانانی کابس waaah,fun,ginevramicol,Why can't I see WHITE SOX players @ random bars I go to.. NOT Cubs players  waaah,Why can't I see WHITE SOX players random bars I go to.. NOT Cubs players waaah,خۆشی
1957650383,هەموومان دەزانین و بەڵێ dont بیرم بخەرەوە im so effin jealous fuck aust هەندێک جار,sadness,twebbstack,@BlueEyed_Cat @himynameisrose we all know and yes dont remind me im so effin jealous  fuck aust some times,we all know and yes dont remind me im so effin jealous fuck aust some times,دڵتەنگ
1957650618,پێم وایە من تاکە کەسی چەقۆکێش دەبم کە بۆ دوا ئەڵقەی جەی بگریم...ههههه... خۆزگە دەمتوانی بچم,worry,Nessaspeaks,@wizofozgurl I think I'm going to be the only lame person to cry for Jay's last episode...lol... I wish I were able to go,I think I'm going to be the only lame person to cry for Jay's last episode...lol... I wish I were able to go,نیگەران
1957650667,فۆڵۆوەرم لەدەستدا ئایا شتێک بوو کە وتم؟ سوێند دەخۆم کە من خەریکی تۆپی ئازاد نیم. Ugg ئەوە دواجارە باسی ئەو شتە دەکەم.,worry,ASA_Gary,I lost followers  Was it something I said?  I swear I am not into freeballing.  Ugg that is the last time I mention that thing.,I lost followers Was it something I said? I swear I am not into freeballing. Ugg that is the last time I mention that thing.,نیگەران
1957650945,هەست بە بێسوودیەکی زۆر دەکەم,hate,dani_l37,I feel so useless,I feel so useless,ڕق
1957651728,ئێستا دەگری Omg بێزار بووم لەم ئازارە !!!,sadness,mummyjane,Is now crying  Omg I am fed up with this pain !!!,Is now crying Omg I am fed up with this pain !!!,دڵتەنگ
1957652124,ماوەیەک لەمەوبەر ئەوە freaking گەرم بوو! ئێستا تەڕ بووە بیکوژێنەرەوە!,hate,lkespiritu,awhile ago it freaking hot! now it's wet  turn off!,awhile ago it freaking hot! now it's wet turn off!,ڕق
1957652633,hmm بەدوای مندا دەگەڕێت و بۆ بیرکردنەوە، ئەوان ڕەتکردەوە thehodge.co.uk بۆ ئەوەی بخرێتە ناو تۆڕی ئەوێ,neutral,Thehodge,"hmm @buysellads is following me and to think, they declined thehodge.co.uk for inclusion into there network","hmm is following me and to think, they declined thehodge.co.uk for inclusion into there network",ئاسایی
1957652644,'erocka فەرمانڕەوا' من بانگم کرد، بەڵام دەبینم من بەدەست دەهێنم خۆشەویستی نەخێر whats up لەگەڵ ئەوە؟,surprise,Izrael,"@atlprincess 'erocka the ruler' i called you, but i see i gets the no love   whats up with that?","'erocka the ruler' i called you, but i see i gets the no love whats up with that?",سوپرایز
1957652992,ئەمڕۆ زۆر زوو لە خەو هەڵسام! دواتر کار بکە.,sadness,theephil,I'm up way to early today!  Work later.,I'm up way to early today! Work later.,دڵتەنگ
1957653107,واو.....من وەستاوم ڕەنگە بە هەمان شێوە بچمە سەر کارەکەم.,worry,Dmoney424,Wow.....I've been stood up  Might as well go to work.,Wow.....I've been stood up Might as well go to work.,نیگەران
1957653418,بەڕاستی ماندووم.. کاتێکی زۆر نییە بۆ خەوتن,sadness,Tearaa,im really tired.. not much time to sleep,im really tired.. not much time to sleep,دڵتەنگ
1957653553,یارمەتیم بدەن پێویستم بە پۆلیسی ستاڵکەرە دەتوانن ژمارەکەیانم پێ بدەن,worry,Marquise21,@peacelovetylr Help i need the stalker police can you give me their number,Help i need the stalker police can you give me their number,نیگەران
1957653803,تەنها دەستە tg بوو,neutral,diedajew,@raerobinson it was just the handle tg,it was just the handle tg,ئاسایی
1957653814,چوار شەمە? تۆ گاڵتەم پێ دەکەیت؟ کە بەم زووانە؟؟؟ کەی پارتائاااایە؟,surprise,ChewChewTray,@ncremins Wednesday? you are joking me? that soon???  when's the partaaaaaaay?,Wednesday? you are joking me? that soon??? when's the partaaaaaaay?,سوپرایز
1957653981,هەوڵ هەبوو بۆ ئەوەی بە جۆرێک پۆلەکانی ناوەوە درێژ بکرێتەوە، کە نزیک دەبێتەوە لە #داخستنی، ناتوانرێت ref ATM بدۆزرێتەوە,sadness,kohlerm,"@codemonkeyism there were attempts to somehow extend inner classes, which would be close to #closure, can't find the ref ATM","there were attempts to somehow extend inner classes, which would be close to #closure, can't find the ref ATM",دڵتەنگ
1957654133,من زۆر بیری hyy دەکەم,neutral,_joyjoy,im going to miss khyy so much,im going to miss khyy so much,ئاسایی
1957654191,ئایا بڕیار بوو تۆمارێکی بەو دەرزییەی کە لە دڵیدا چەقۆی لێدەدات لە یوتیوب یان شتێکدا هەبێت؟ بیری چەمەکەم کرد,worry,Shadehouse,@amandapalmer was there going to be a recording of with the needle that stings in her heart on youtube or something? i missed the stream,was there going to be a recording of with the needle that stings in her heart on youtube or something? i missed the stream,نیگەران
1957654739,ڕۆژێکی دڵتەزێن!!!!! خۆشم دەوێیت Maï¿1⁄2 (8 ساڵ لەمەوبەر!),sadness,tamyof_thetams,sad day!!!!! Love you Maï¿½ (8 years ago!),sad day!!!!! Love you Maï¿½ (8 years ago!),دڵتەنگ
1957654937,سبەی بیرت دەکەم هەینییە...ئەو ڕۆژەی کە بەزۆری تەنها بەدەوری خۆماندا دەگەڕاین و هەوڵمان دەدا بزانین چی بکەین,neutral,claudiatweets,@joyeuxmort Miss you too  tomorrow is friday...the day we usually just lounged around trying to figure out what to do,Miss you too tomorrow is friday...the day we usually just lounged around trying to figure out what to do,ئاسایی
1957655015,باشترین ڕێگا نییە بۆ دەستپێکردنی ڕۆژەکەت,neutral,erhys,@bareknuckleyell not the best way to start your day,not the best way to start your day,ئاسایی
1957655552,دیسانەوە هەموو بە تەنیا لەم خانووە کۆنەدا. سوپاس بۆ ئەو تۆڕەی کە بە زیندووی و لێدانم دەهێڵێتەوە! هەرکەسێک تۆڕەکەی داهێنابێت، دەمەوێت قژت ماچ بکەم!,fun,sarahjanelopez,"All alone in this old house again.  Thanks for the net which keeps me alive and kicking! Whoever invented the net, i wanna kiss your hair!","All alone in this old house again. Thanks for the net which keeps me alive and kicking! Whoever invented the net, i wanna kiss your hair!",خۆشی
1957655903,بەتەواوی هەمان کێشە کە من لەگەڵ مۆسیقای کلاسیکی پاکدا هەم، من ناتوانم njoy ئەوە,worry,letronje,"@nikhilbelsare exactly the same problem i am having with pure classical music, i cant njoy it","exactly the same problem i am having with pure classical music, i cant njoy it",نیگەران
1957656059,بڕیارە ئەمشەو شەوێکی تەواو بخەوێت تا قۆڵی باشتر بێت. هیچ خۆشی نییە ناچار بیت دەستی چەپت بەکاربهێنیت,sadness,lizzola,Is going to get a full nights sleep tonight so her arm can get better. It's no fun being forced to use your left hand,Is going to get a full nights sleep tonight so her arm can get better. It's no fun being forced to use your left hand,دڵتەنگ
1957656102,سەرلەنوێ هەموو وێنەکان سکان دەکات ..,worry,BrenTheMeanCow,is scanning the pics all over again ..,is scanning the pics all over again ..,نیگەران
1957656361,پێویستە فێر بم بە درێژایی ڕۆژ بە پێ نەڕۆم، و پاشان بە خێرایی لە ڕێگەی ئاوڕێژکەرەوەکانەوە بەبێ کشانی.,neutral,csorensen32,"I should learn not to walk all day, and then sprint through sprinklers without stretching.","I should learn not to walk all day, and then sprint through sprinklers without stretching.",ئاسایی
1957656441,من دەمەوێت ڤان باستن ببێت بە بەڕێوەبەری میلانۆ !!!,neutral,tiffany_chu,i want Van Basten to b the milan manager !!!,i want Van Basten to b the milan manager !!!,ئاسایی
1957656872,ڕووخسارت دابخە! بۆچی ئەوەندە خراپیت لەگەڵم؟ پێدرۆ بڕیارە ئەو کەسە خراپە بێت,sadness,JeskaEatsBrains,@jennytalia SHUT YOUR FACE! Why are you so mean to me? Pedro is supposed to be the mean one,SHUT YOUR FACE! Why are you so mean to me? Pedro is supposed to be the mean one,دڵتەنگ
1957657056,... و ittï¿1⁄2s FFA *پێکەنینێکی خراپە* بەڵام من ئەمڕۆ ئەوەندە سەرقاڵی کارم هیچ شتێک بەدەست ناهێنم,sadness,Ice_Ziggee,... and itï¿½s FFA *evil grin* but Iï¿½m so busy at work today I wonï¿½t get anything done,... and itï¿½s FFA *evil grin* but Iï¿½m so busy at work today I wonï¿½t get anything done,دڵتەنگ
1957657158,من ئایفۆنەکەمم نییە تا ڕەنگە هەفتەی داهاتوو!,neutral,OnikaCole,i dont have my iphone until maybe next week!,i dont have my iphone until maybe next week!,ئاسایی
1957657323,jus لە خەو هەڵسا، درەنگ runnin بۆ کارکردن قوتابیان هەیە بۆ ڕاهێنان!,neutral,noezzzie,"jus woke up, late  runnin to work have students to train!","jus woke up, late runnin to work have students to train!",ئاسایی
1957657457,هەمیشە ماندووە، هەمیشە ساردە و هەمیشە سەرئێشەی هەیە. ناتوانم چاوەڕێی vacashun..و نوێکردنەوەی frickin g1..من کیبۆرد لەسەر شاشەم دەوێت dammit!,worry,merkayla,"always tired, always cold and always have a headache.  cant wait for vacashun..and the frickin g1 update..i want onscreen keyboard dammit!","always tired, always cold and always have a headache. cant wait for vacashun..and the frickin g1 update..i want onscreen keyboard dammit!",نیگەران
1957657600,پێویستم بە هەندێک ئوسترالی ترە !,neutral,piggybum,l need some more aussies !,l need some more aussies !,ئاسایی
1957657765,omg بڕیارە بیبینیت؟! هۆکارێکی تر بۆ ئەوەی لە دیڤۆن نەژیت هیچ کام لە سینەماکانی f***in فیلمەکەیان ئەوەندە بێزار نەبووە,hate,issie07,@x_Beckiie_x omg are you going to see it?! another reason to not live in devon none of the f***in cinemas have the film im so annoyed,omg are you going to see it?! another reason to not live in devon none of the f***in cinemas have the film im so annoyed,ڕق
1957657920,ئایا ڕێگەیەک هەیە بۆ &quot;جێگیرکردن&quot; ڤیدیۆیەکی لەرزۆک لە پۆست پرۆدەکشن؟ وادیارە دەستێکی زۆر لەرزۆکم هەیە.,worry,MissXu,is there a way to &quot;stabalise&quot; a shaky video in post production? I apparently have a very shaky hand.,is there a way to &quot;stabalise&quot; a shaky video in post production? I apparently have a very shaky hand.,نیگەران
1957657992,ئاااااااااااااااااااا!! ڕقم لە گێل وینشیتە!!,hate,polonapajk,Aaaaaaaa!! I hate fucking winshit!!,Aaaaaaaa!! I hate fucking winshit!!,ڕق
1957658054,ئەو ژوورەش دەبێتە فڕن,worry,DrunkenBaracuda,That room will be an oven too,That room will be an oven too,نیگەران
1957658212,بیر لەوە بکەرەوە کە ڕەنگە بەم زووانە کاتی لێمسیپ بێت، سەرمابوون بەڕاستی دەمژێت,hate,KevMain,"Think it may be time for a  lemsip soon, having a cold really sucks","Think it may be time for a lemsip soon, having a cold really sucks",ڕق
1957658327,من دەبێت بچمە لای پزیشک... نامەوێت... چونکە لەوێ دەتوانم چاوەڕێ بکەم sooo long...,worry,_greyblueeyes,i have to go to the doctor... i don't want to... cause there i can wait sooo long...,i have to go to the doctor... i don't want to... cause there i can wait sooo long...,نیگەران
1957658932,لە کاتی سەماکردندا لە پلیکانەکانەوە کەوتمە خوارەوە، شمشێر کەوتە سەرم و ئێستا کۆتاییم ئازاری هەیە,sadness,Rowan_Henderson,"Fell down the stairs at dancing, sword fell on me and now my bum hurts","Fell down the stairs at dancing, sword fell on me and now my bum hurts",دڵتەنگ
1957658976,لە کۆبوونەوەیەکدا باسی ڕەنگی bikeshed,neutral,angch,in a meeting discussion colour of bikeshed,in a meeting discussion colour of bikeshed,ئاسایی
1957659279,من شانازی ناکەم. بەڵام os x لە مۆنتاژکردنی ڤیدیۆ/وێنەدا سەرکەوتووە کە کۆمپیوتەرەکە زۆر لە دواوەیە.,worry,shewitt,@LycoLoco i'm not proud. but os x excels at video/photo editing where the pc lags so much behind.,i'm not proud. but os x excels at video/photo editing where the pc lags so much behind.,نیگەران
1957659322,emily ئەمشەو کۆتایی هاتووە XD ئەزموونی کارکردن کۆتایی هاتووە. جێن بیری بینینی تۆ دەکەم وەک ڕۆژانە,neutral,clarebearXD,emily is over tonight XD work experience is over. Jen I'm  going to miss seeing you like everyday,emily is over tonight XD work experience is over. Jen I'm going to miss seeing you like everyday,ئاسایی
1957659731,کاتژمێر ١:١١ی بەیانییە و هەردوو کچەکەم هێشتا لە خەو هەڵدەستن! .. من زور ماندووم ..,worry,LuvMyGurlz,Its 1:11am and both my girls are still up! .. im so tired ..,Its 1:11am and both my girls are still up! .. im so tired ..,نیگەران
1957659979,ئەمڕۆ ئینتەرنێت بە شێوەیەکی نەفرەتی خاو دەبێتەوە..,worry,krishol,Internet is getting damn slow today..,Internet is getting damn slow today..,نیگەران
1957660486,ڕۆژێکی دڵتەزێن! خۆشم دەوێیت Maï¿1⁄2 (8 ساڵ لەمەوبەر!) زۆر بیرت دەکەم!!!!,love,tamyof_thetams,SAD day! love you Maï¿½ (8 years ago!) miss you so much!!!!,SAD day! love you Maï¿½ (8 years ago!) miss you so much!!!!,خۆشەویستی
1957660901,نەخێر، هیچ مۆسیقایەک نەدەبوو,sadness,tom_uts,"@wethedan nope, would be no music","nope, would be no music",دڵتەنگ
1957660915,هەست دەکەیت چەندین ساڵ دوورە! زیاتر لە ٥ مانگ,surprise,scotwriter,@MAVinBKK it feels like ages away! More than 5 months,it feels like ages away! More than 5 months,سوپرایز
1957661225,بۆچی سوور ببمەوە,neutral,blackteabreak,why do i turn red,why do i turn red,ئاسایی
1957662098,بۆیە پۆلیسەکەم لە نینۆکی پەنجەکە لابرد کە دەستە دەرگاکە پێشتر کوشتبووی، و باشە... جوان نییە....,empty,Beth_Ann_,"@steve_caruso So I took the polish off of the nail of the finger the door handle murdered earlier, and well... it's not pretty....","So I took the polish off of the nail of the finger the door handle murdered earlier, and well... it's not pretty....",بەتاڵ
